_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages,gold
6699541,4921,2887,Relational Database,"J. Carter,John Carter","Springer-Verlag New York, LLC",9780412550904,1994,9,314,Introducing Relational Database,Alan J. Mayne,NCC Publications,9780850123980,1983,8,188,0
6704542,4924,2902,Visual Basic Database Programming/Book and Disk,Karen Warrerson,Addison Wesley Professional,9780201626612,1993,12,448,Visual Basic Database Programming [With CDROM],Michael Kofler,Addison-Wesley Professional,9780201721940,2001,11,448,0
6705777,4925,2515,Multidimensional Databases,"Maurizio Rafanelli,M. Rafanelli",IGI Global,9781591400530,2002,7,474,Multidimensional Databases: Problems and Solutions,Maurizio Rafanelli,IGI Global,9781591400530,2002,7,300,1
6721844,4936,3612,Beginning PHP4 Databases,"Apress,Abdul Wahid,Sanjay Abraham,Jim Hubbard,Harish Rawat",Apress,9781861007827,2002,10,501,Beginning ASP.Net 2.0 Databases,Damien Foggon,Damien Foggon,9781430201460,2006,1,636,0
6740488,4951,1948,Fundamentals of Database Systems / Edition 4,"Ramez Elmasri,Shamkant B. Navathe,Shamkant Navathe,Shamkadant B. Navathe",Addison Wesley,9780321122261,2003,7,1030,Fundamentals of Database Management Systems,Mark L. Gillenson,John Wiley & Sons,9780470624710,2011,12,395,0
6746380,4954,3664,Natural Medicines Comprehensive Database,Therapeutic Research Faculty Staff,Therapeutic Research Faculty,9780967613628,1999,1,1310,Natural Medicines: Comprehensive Database,Therapeutic Research Faculty,Therapeutic Research Faculty,9780974706210,2004,6,2161,0
6763799,4969,2066,Expert Database Systems,Keith Jeffery,Elsevier Science & Technology Books,9780123822550,1992,9,0,Database Systems,Alice Tsai,Prentice Hall,9780131968330,1988,3,572,0
6774653,4977,2987,Natural Medicines Comprehensive Database / Edition 4,Therapeutic Research Faculty,Therapeutic Research Faculty,9780967613666,2002,4,1,Natural Medicines Comprehensive Database 2009,"Letter Pharmacist's,Letter Pharmacist's",Therapeutic Research Faculty,9780978820560,2009,5,2323,0
6788805,4988,2162,Advanced Database Systems / Edition 1,Carlo Zaniolo,Elsevier Science,9781558604438,1997,5,576,Advanced Database Systems,"Carlo Zaniolo,Stefano Ceri",Morgan Kaufmann Publishers,9781558604440,1997,5,576,1
6800410,4995,2202,"Data Models, Database Languages and Database Management Systems",Gottfried Vossen,Addison-Wesley,9780201416046,1991,6,590,Database Management Systems,"Raghu Ramakrishnan,Ramakrishnan",McGraw Hill Higher Education,9780071231510,2002,9,936,0
6826824,5014,2934,Database Security XII: Status and Prospects / Edition 1,Sushil Jajodia,Springer US,9780792384885,1999,4,1999,Database Security XII: Status and Prospects,Sushil Jajodia,Springer,9780792384880,1999,4,296,1
6968643,5104,1642,Database Concepts / Edition 4,"David M. Kroenke,David Auer",Prentice Hall,9780136086536,2009,1,480,Database Concepts,"David M. Kroenke,David J. Auer",Prentice Hall,9780138018800,2010,8,464,0
6977091,5109,3592,Sams Teach Yourself Database Programming with Visual Basic 6 in 24 Hours,"Dan Rahmel,Sams",Sams,9780672314094,1998,12,408,Sam's Teaching Yourself Database Program with Visual Basic 6 in 24hrs,Dan Rahmel,Sams,9780672314090,1998,10,382,1
7038202,5149,2730,Oracle8 DBA: Database Administration Exam Cram,Paul Collins,Coriolis Group,9781576106037,2000,4,404,Oracle8i Database Administration,Noel Yuhanna,Manning Publications,9781884777780,1999,11,543,0
7043483,5152,3621,Natural Medicines Comprehensive Database / Edition 5,Therapeutic Research Faculty,Therapeutic Research Center,9780967613680,2003,1,2071,Natural Medicines Comprehensive Database,Jeff M. Jellin Pharm.D.,Pharmacists Letter,9780967613600,2000,10,1530,0
7044432,5153,2743,Multimedia and Imaging Databases / Edition 1,"Setrag Khoshafian,Brad Baker",Elsevier Science,9781558603127,1995,10,586,Multimedia and Imaging Databases,"Setrag Khoshfian,Setrag Khoshfian",Morgan Kaufmann Publishers,9781558603130,1995,10,586,1
7091431,5189,3435,Creating a Database in FileMaker: Visual QuickProject Guide,"Steve Schwartz,Peachpit Press Staff",Peachpit Press,9780321321213,2005,1,160,Creating a Database in FileMaker Pro: Visual Quickproject Guide,Steve Schwartz,Peachpit Press,9780321321210,2005,1,141,1
7121592,5208,2651,"The Home Brewer's Recipe Database, 3rd edition",Les Howarth,Lulu.com,9781326450984,2016,1,426,The Home Brewer's Recipe Database,Les Howarth,Lulu.com,9781409292260,2011,5,366,0
7132720,5218,3421,Oracle Database 10g New Features: Oracle10g Reference for Advanced Tuning & Administration,"Mike Ault,Daniel Liu,Madhu Tumma,Donald Burleson",Rampant Techpress,9780974071602,2003,12,544,Oracle Database 10g New Features: Oracle10g Reference for Advanced Tuning & Administration,"Mike Ault,Madhu Tumma,Daniel Liu",Rampant Techpress,9780974071600,2003,12,544,1
7134345,5220,2458,Relational Databases,Ernst Grill,Prentice Hall Professional Technical Reference,9780137719730,1991,8,215,Relational Database Systems,Dan A. Simovici,Academic Press,9780126443750,1995,8,485,0
7161476,5242,2906,Maxdata: A Time Series Database System,Wilhelm A. Hennerkes,Springer Berlin Heidelberg,9783540522096,1990,2,151,Maxdata: A Time Series Database System,Wilhelm A. Hennerkes,Springer,9783540522100,1990,2,151,1
7172074,5251,3575,"Data Mining, Data Warehousing and Client/Server Databases: Proceedings of the 8th International Hong Kong Computer Society Database Workshop",Joseph Fong,Springer Singapore,9789813083547,1997,10,332,"Data Mining, Data Warehousing and Client/Server Databases: Proceedings of the 8th International Hong Kong Computer Society Database Workshop",J. Fong,Springer,9789813083550,1997,10,344,1
