_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
3930097,2786,3741,Advances in Databases and Information Systems,"Tadeusz Morzy,Theo Harder,Robert Wrembel",Springer Berlin Heidelberg,9783642327407,2012.0,8,2013.0,Advances in Databases and Information Systems,"Leonid Kalinichenko,Leonid Kalinichenko",Springer,9783540200475.0,2003.0,9.0,430.0
3935249,2790,2348,Fundamentals of Relational Database Management Systems / Edition 1,"S. Sumathi,S. Esakkirajan",Springer Berlin Heidelberg,9783642080128,2010.0,11,0.0,Fundamentals of Relational Database Management Systems,"S. Sumathi,S. Esakkirajan",Springer,9783642080128.0,2010.0,11.0,776.0
3935271,2790,2561,Fundamentals of Relational Database Management Systems / Edition 1,"S. Sumathi,S. Esakkirajan",Springer Berlin Heidelberg,9783642080128,2010.0,11,0.0,Fundamentals Of Relational Database Management Systems,Sai Sumathi,Springer,9783540483977.0,2007.0,3.0,
3942661,2794,3034,"Building Intelligent Databases with Oracle PL/SQL, Triggers, and Stored Procedures","Kevin T. Owens,Kevin T. Owens",Prentice Hall Professional Technical Reference,9780137943142,1997.0,12,560.0,Building Intelligent Databases with Oracle PL/SQL [With Disk],Kevin T. Owens,Prentice Hall,9780137943142.0,1998.0,1.0,544.0
3944608,2795,3162,Database Book,Narain Gehani,Silicon Press,9780929306353,2006.0,8,0.0,The Database Book,Mary E. S. Loomis,MacMillan Publishing Company,9780023717604.0,1986.0,10.0,465.0
3944655,2795,3270,Database Book,Narain Gehani,Silicon Press,9780929306353,2006.0,8,0.0,A Pascal Database Book,"Julian Ullmann,Julian Ullman","Oxford University Press, USA",9780198596424.0,1986.0,2.0,280.0
3944881,2795,3724,Database Book,Narain Gehani,Silicon Press,9780929306353,2006.0,8,0.0,PASCAL Database Book,Julian Ullman,"Oxford University Press, USA",9780198596431.0,1986.0,2.0,280.0
3944886,2795,3745,Database Book,Narain Gehani,Silicon Press,9780929306353,2006.0,8,0.0,Database Basics: Skills Book,"Barbara Spooner,Jay Barracato",,9780873551700.0,,,
3947438,2797,2609,"Database Systems: Concepts, Management and Application","Alden Lorents,James Morgan",Harcourt College Publishers,9780155000292,1997.0,12,736.0,Database Systems: Management and Use,Alice Tsai,Prentice Hall Canada,9780131970885.0,1988.0,1.0,79.0
3947625,2797,2975,"Database Systems: Concepts, Management and Application","Alden Lorents,James Morgan",Harcourt College Publishers,9780155000292,1997.0,12,736.0,"Database Systems: Concepts, Management, and Applications","Alden C. Lorents,Lorents, Alden / Morgan, James Lorents, Alden / Morgan, James",Dryden Press,9780155000292.0,1997.0,11.0,736.0
3947765,2797,3264,"Database Systems: Concepts, Management and Application","Alden Lorents,James Morgan",Harcourt College Publishers,9780155000292,1997.0,12,736.0,Database Systems: Management and Design,"Phil Pratt,Philip J. Pratt,Phil Pratt",Boyd & Fraser Pub. Co.,9780878355792.0,1991.0,12.0,826.0
3949549,2799,3727,Deductive Databases: Theory and Applications,"Michael Dahr,Dahr",Cengage Learning,9781850321385,1996.0,12,256.0,Deductive Databases: Theory And Applications,Michael Dahr,International Thomson Computer Press,9781850321385.0,1996.0,12.0,
3953138,2801,3363,MYSQL/PHP Database Applications / Edition 2,"Brad Bulger,Jay Greenspan,David Wall",Wiley,9780764549632,2003.0,10,816.0,MySQL / PHP Database Applications,"Brad Bulger,Jay Greenspan,David Wall",Wiley,9780470328200.0,2008.0,4.0,816.0
3953299,2801,3688,MYSQL/PHP Database Applications / Edition 2,"Brad Bulger,Jay Greenspan,David Wall",Wiley,9780764549632,2003.0,10,816.0,MySQL / PHP Database Applications,"David Wall,Brad Bulger,Jay Greenspan",Wiley,9780764537998.0,2003.0,11.0,808.0
3954259,2802,2854,Study Guide for 1Z0-061: Oracle Database 12c: SQL Fundamentals: Oracle Certification Prep,Matthew Morris,CreateSpace Publishing,9781492323891,2013.0,9,160.0,Study Guide for 1Z0-051: Oracle Database 11g: SQL Fundamentals I,Matthew Morris,CreateSpace Independent Publishing Platform,9781475204667.0,2012.0,4.0,144.0
3957577,2805,2313,Oracle Databases on the Web,"Donald K. Burleson,Donald Burleson,Robert Papaj",Coriolis Group,9781576100998,1997.0,2,592.0,Oracle Databases on the Web,"Robert Papaj,Donald K. Burleson",Coriolis Group Books,9781576100998.0,1997.0,2.0,572.0
3963457,2809,2127,The Database Experts' Guide to SQL,Frank Lusardi,Intertext,9780070390027,1988.0,1,224.0,The Database Experts' Guide To Database 2,Bruce L. Larson,Intertext Publications,9780070364882.0,1988.0,6.0,442.0
3963610,2809,2374,The Database Experts' Guide to SQL,Frank Lusardi,Intertext,9780070390027,1988.0,1,224.0,The Database Experts' Guide to Database 2,B. Larson,Intertext Publications,9780070232679.0,,,442.0
3963804,2809,2775,The Database Experts' Guide to SQL,Frank Lusardi,Intertext,9780070390027,1988.0,1,224.0,The Database Experts' Guide to Focus: The Database Expert's Series,Joseph Devita,Intertext Publications,9780070166042.0,1988.0,3.0,410.0
3964090,2809,3337,The Database Experts' Guide to SQL,Frank Lusardi,Intertext,9780070390027,1988.0,1,224.0,The Database Experts' Guide To Sql,Frank Lusardi,McGraw-Hill Companies,9780070390065.0,1988.0,5.0,238.0
3967192,2811,2078,Oracle Database 10g Real Application Clusters Handbook / Edition 1,"K Gopalakrishnan,Vijay Lunawat",McGraw-Hill Professional Publishing,9780071465090,2006.0,11,421.0,Oracle Database 11g Oracle Real Application Clusters Handbook,K. Gopalakrishnan,McGraw-Hill/Osborne Media,9780071752626.0,2011.0,8.0,517.0
3967241,2811,2167,Oracle Database 10g Real Application Clusters Handbook / Edition 1,"K Gopalakrishnan,Vijay Lunawat",McGraw-Hill Professional Publishing,9780071465090,2006.0,11,421.0,Oracle Database 10g Real Application Clusters Handbook,"K. Gopalakrishnan,Vijay Lunawat",McGraw-Hill/Osborne Media,9780071465090.0,2006.0,12.0,421.0
3967723,2811,3053,Oracle Database 10g Real Application Clusters Handbook / Edition 1,"K Gopalakrishnan,Vijay Lunawat",McGraw-Hill Professional Publishing,9780071465090,2006.0,11,421.0,"Oracle Database 11g Oracle Real Application Clusters Handboooracle Database 11g Oracle Real Application Clusters Handbook, 2nd Edition K, 2nd Edition",K. Gopalakrishnan,McGraw-Hill/Osborne Media,9780071752619.0,2011.0,8.0,576.0
3969516,2813,2714,The Structure of the Relational Database Model,"Jan Paredaens,Paul De Bra,Marc Gyssens,Dirk van Gucht",Springer Berlin Heidelberg,9783642699580,2013.0,12,0.0,The Structure of the Relational Database Model,"Jan Paredaens,Paul De Bra,Marc Gyssens,Dirk Van Gucht",Springer,9783642699580.0,2013.0,10.0,233.0
3969988,2814,3229,Multimedia Database in Perspective,"Peter M.G. Apers,Henk M. Blanken,Maurice A.W. Houtsma",Springer London,9783540761099,1997.0,4,376.0,Multimedia Databases In Perspective,"Maurice A.W. Houtsma,P. M. G. Apers",Springer,9783540761099.0,1997.0,4.0,
3971633,2816,3494,Oracle Database 11g - Administration I Exam Preparation Course in a Book for Passing the 1Z0-052 Oracle Database 11g - Administration I Exam - The How To Pass on Your First Try Certification Study Guide,Curtis Reese,Emereo Publishing,9781743041512,2012.0,10,144.0,Oracle Database 10g Database Administrator Oca Certification Exam Preparation Course in a Book for Passing the Oracle Database 10g Database Administrator Oca Exam - The How to Pass on Your First Try Certification Study Guide,William Manning,Emereo Pty Ltd,9781742442358.0,2009.0,12.0,216.0
3973609,2818,2966,Database Decisions: Briefings on the Management of Technology,Bart O'Brien,Financial Times/Prentice Hall Books,9780273602897,1994.0,8,288.0,Database Decisions: Briefings On The Management Of Technology,Bart O'Brien,Trans-Atlantic Publications,9780273602897.0,,,
3974945,2819,1949,Direct and Database Marketing,Graeme McCorkell,"Kogan Page, Ltd.",9780749419608,1997.0,9,320.0,Principles Of Direct And Database Marketing,Alan Tapp,FT Press,9780273683551.0,2005.0,1.0,489.0
3974958,2819,1973,Direct and Database Marketing,Graeme McCorkell,"Kogan Page, Ltd.",9780749419608,1997.0,9,320.0,Desktop Database Marketing,"Jack Schmid,Alan Weber",McGraw-Hill,9780844232355.0,1998.0,3.0,278.0
3975023,2819,2091,Direct and Database Marketing,Graeme McCorkell,"Kogan Page, Ltd.",9780749419608,1997.0,9,320.0,Direct and Database Marketing,Graeme McCorkell,Kogan Page,9780749419608.0,1997.0,9.0,320.0
3975209,2819,2403,Direct and Database Marketing,Graeme McCorkell,"Kogan Page, Ltd.",9780749419608,1997.0,9,320.0,Database Marketing,Robert C Blattberg,Springerverlag New York,9780387725796.0,2008.0,1.0,871.0
3975233,2819,2456,Direct and Database Marketing,Graeme McCorkell,"Kogan Page, Ltd.",9780749419608,1997.0,9,320.0,Database Marketing and Direct Mail,Robin Fairlie,Kogan Page,9780749411701.0,,,
3975612,2819,3191,Direct and Database Marketing,Graeme McCorkell,"Kogan Page, Ltd.",9780749419608,1997.0,9,320.0,Database Marketing,Post,Butterworth-Heinemann,9780750600361.0,1994.0,12.0,180.0
3980173,2822,3577,"Multi-Platform Database Consulting: Database Useage on Mainframe, Mid-Tier and NT Servers",John V. McLean,AuthorHouse,9781418468798,2004.0,11,444.0,"Multi-Platform Database Consulting: Database Useage on Mainframe, Mid-Tier and NT Servers",John V. McLean,Authorhouse,9781418468798.0,2004.0,11.0,444.0
3981416,2823,2351,Sams Teach Yourself Database Programming with Visual Basic 6 in 21 Days,"Curtis Smith,Michael C. Amundsen,M. Amundsen",Pearson Education,9780672313080,1998.0,9,900.0,Teach Yourself Database Programming With Delphi In 21 Days,"Nathan Gurewich,Ori Gurewich",Sams,9780672308512.0,1995.0,9.0,
3981639,2823,2807,Sams Teach Yourself Database Programming with Visual Basic 6 in 21 Days,"Curtis Smith,Michael C. Amundsen,M. Amundsen",Pearson Education,9780672313080,1998.0,9,900.0,"Teach Yourself Database Programming with Visual Basic in 21 Days, with CD-ROM","Michael Amundsen,Curtis  Smith",Sams,9780672310188.0,1997.0,1.0,1041.0
3981953,2823,3425,Sams Teach Yourself Database Programming with Visual Basic 6 in 21 Days,"Curtis Smith,Michael C. Amundsen,M. Amundsen",Pearson Education,9780672313080,1998.0,9,900.0,Sams Teach Yourself Database Programming with Visual C++ 6 in 21 Days,"Lyn Robison,Lyn Robinson",Sams,9780672313509.0,1998.0,11.0,600.0
3982037,2823,3592,Sams Teach Yourself Database Programming with Visual Basic 6 in 21 Days,"Curtis Smith,Michael C. Amundsen,M. Amundsen",Pearson Education,9780672313080,1998.0,9,900.0,Sam's Teaching Yourself Database Program with Visual Basic 6 in 24hrs,Dan Rahmel,Sams,9780672314094.0,1998.0,10.0,382.0
3985599,2825,3176,Numeric Databases,"ABC-CLIO,Peter Hernon","ABC-CLIO, Incorporated",9780893912475,1984.0,1,304.0,Numeric Databases,"Ching-Chih Chen,Peter Hernon",Ablex Publishing Corporation,9780893912475.0,1984.0,5.0,304.0
3987178,2826,2580,Evolution of the High Performance Database,Informix Software Staff,Prentice Hall Professional Technical Reference,9780135947302,1997.0,1,459.0,Evolution Of The High Performance Database,Informix Software,Prentice Hall,9780135947302.0,1996.0,9.0,400.0
3988719,2827,1969,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Database Design Specialist,"Irina Heer,Jake Mullins,Brian Danks,David Oberman",Tina Strong,,,,
3988727,2827,1983,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Grid Database Design,April J. Wells,Auerbach Publications,9780849328008.0,2005.0,5.0,287.0
3988751,2827,2034,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Database Design,Gio Wiederhold,McGraw-Hill Companies,9780070701328.0,1983.0,3.0,751.0
3988789,2827,2095,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Data Analysis for Database Design,David Howe,Butterworth-Heinemann,9780750650861.0,2001.0,6.0,336.0
3988795,2827,2108,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,UML for Database Design,"Eric J. Naiburg,Robert A. Maksimchuk",Addison-Wesley Professional,9780201721638.0,2001.0,8.0,320.0
3988803,2827,2119,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Database Design,Naphtali Rishe,McGraw-Hill Companies,9780070529557.0,1992.0,1.0,510.0
3988871,2827,2226,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Beginning Database Design,Gavin Powell,Wrox Press,9780764574900.0,2005.0,3.0,467.0
3989106,2827,2668,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Relational Database Design,Charles J. Wertz,CRC Press,9780849374500.0,1993.0,2.0,298.0
3989111,2827,2682,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Cases in Database Design,"Slusky,Ludwig Slusky",Mos,9780801646553.0,,,176.0
3989120,2827,2699,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Database Analysis And Design,Hugh  Robinson,Krieger Publishing Company,9780862382322.0,,,372.0
3989144,2827,2748,Database Design,Gio C. Wiederhold,"McGraw-Hill Companies, The",9780070701328,1983.0,12,784.0,Database Design Theory,M. Leonard,Palgrave,9780333538135.0,1992.0,11.0,276.0
3990601,2828,2955,Lectures on SQL and Relational Database Design,John W Starner,CreateSpace Publishing,9781480191822,2012.0,11,176.0,Lectures on SQL and Relational Database Design,John W Starner,Createspace,9781480191822.0,2012.0,11.0,176.0
3992062,2829,3630,First Course in Database Systems,"CTI Reviews,Jeffrey Ullman,Text 9780136006374",Cram101,9781467291651,2016.0,9,21.0,First Course in Database Systems,Jeffrey D.Ullman & Jennifer Widom,Pearson,,,,
3992238,2830,486,Oracle Database Administration Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,CreateSpace Publishing,9781502564740,2014.0,10,214.0,Core Java Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,,,,,
3992608,2830,1557,Oracle Database Administration Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,CreateSpace Publishing,9781502564740,2014.0,10,214.0,Advanced Java Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,Createspace,9781461159261.0,2011.0,5.0,108.0
3994631,2831,2550,"The American Church in Crisis: Groundbreaking Research Based on a National Database of over 200,000 Churches","David T. Olson,Craig Groeschel",Zondervan,9780310314011,2009.0,5,240.0,"The American Church in Crisis: Groundbreaking Research Based on a National Database of over 200,000 Churches","David T. Olson,Craig Groeschel",Zondervan,9780310277132.0,2008.0,2.0,237.0
3997523,2833,3219,Accounting and Auditing Research and Databases: Practitioner's Desk Reference / Edition 1,Thomas R. Weirich,Wiley,9781118334423,2012.0,10,255.0,Accounting and Auditing Research and Databases: Practitioner's Desk Reference,Thomas R. Weirich,John Wiley & Sons,9781118334423.0,2012.0,10.0,255.0
3999244,2834,3049,"Informix Database Administrator's Survival Guide, The (Book/Disk)",Joe Lumbley,Prentice Hall Professional Technical Reference,9780131243149,1994.0,11,320.0,"Informix Database Administrator's Survival Guide, the (Book/Disk)",Joe Lumbley,Prentice Hall PTR,9780131243149.0,1994.0,11.0,320.0
4000253,2835,2090,Oracle Database 11g: New Features for DBAs and Developers,"Sam Alapati,Charles Kim",Apress,9781590599105,2007.0,11,602.0,Oracle Database 11g: New Features for DBAs and Developers,"Sam R. Alapati,Charles Kim",Apress,9781590599105.0,2007.0,11.0,602.0
4003083,2837,2109,Oracle Database 10g OCP Certification All-In-One Exam Guide,"Bersinic,Watson",McGraw-Hill Education,9780071502306,2005.0,10,926.0,Oracle Database 10g OCP Certification All-In-One Exam Guide (Oracle Database 10g Handbook),"Damir Bersinic,John    Watson",McGraw-Hill Osborne Media,9780072257908.0,2005.0,9.0,926.0
4006915,2839,3475,Building Highly Scalable Database Applications with .NET,"Wallace B. McClure,John J. Croft IV,John J. Croft",Wiley,9780764536403,2002.0,6,504.0,Building Highly Scalable Database Applications with .Net,Wallace B. McClure,John Wiley & Sons,9780764536403.0,2002.0,6.0,504.0
4010499,2842,3585,"Advances in Database Technology - EDBT '88: International Conference on Extending Database Technology Venice, Italy, March 14-18, 1988. Proceedings / Edition 1","Joachim W. Schmidt,Stefano Ceri,Michele Missikoff",Springer Berlin Heidelberg,9783540190745,1988.0,4,1988.0,"Advances in Database Technology - Edbt 2004: 9th International Conference on Extending Database Technology, Heraklion, Crete, Greece, March 14-18, 2004, Proceedings",Elisa Bertino,Springer,9783540212003.0,2004.0,4.0,882.0
4014486,2845,1649,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Modern Database Management,"Jeffrey A. Hoffer,Mary B. Prescott,Fred R. McFadden",Prentice Hall,9780132212113.0,2006.0,3.0,656.0
4014487,2845,1650,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management Systems,"Raghu Ramakrishnan,Johannes Gehrke",McGraw-Hill,9780072465631.0,2002.0,8.0,1104.0
4014614,2845,1946,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management and Design,Gary W. Hansen,Prentice Hall,9780133088007.0,1995.0,9.0,582.0
4014633,2845,1982,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Development and Management,Lee Chao,Auerbach Publications,9780849333187.0,2005.0,12.0,
4014691,2845,2086,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Machines And Database Management,Esen A. Ozkarahan,Prentice Hall,9780131960312.0,,,636.0
4014727,2845,2155,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Essentials of Database Management,"Jeffrey A. Hoffer,Heikki Topi,Ramesh Venkataraman",Prentice Hall,9780133405682.0,2013.0,6.0,378.0
4014759,2845,2202,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management Systems,"Raghu Ramakrishnan,Ramakrishnan",McGraw Hill Higher Education,9780071231510.0,2002.0,9.0,936.0
4014773,2845,2219,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management,Elias M. Awad,Boyd & Fraser Pub. Co.,9780878357130.0,1992.0,3.0,620.0
4014791,2845,2247,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management Systems,Gerald V. Post,McGraw-Hill/Irwin,9780071111805.0,2002.0,,424.0
4014831,2845,2316,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Systems for Management,"James F. Courtney,David B. Paradice",Irwin Professional Publishing,9780256082296.0,1992.0,1.0,561.0
4014878,2845,2398,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management,George Diehr,Pearson Scott Foresman,9780673188205.0,1989.0,1.0,418.0
4014891,2845,2425,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,The Science Of Database Management,Paul Helman,Irwin Professional Publishing,9780256134384.0,1994.0,1.0,598.0
4014938,2845,2524,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management System Anatomy,James A. Larson,,9780669045444.0,,,
4014970,2845,2588,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management Casebook,"Fred R. McFadden,Jeffrey A. Hoffer,Ananth Srinivasan",Benjamin/Cummings (a Pearson Education company),9780805360424.0,1991.0,11.0,
4014995,2845,2630,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Records and Database Management,Jeffrey R. Stewart,Gregg Division McGraw-Hill,9780070614741.0,1989.0,2.0,244.0
4015001,2845,2645,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management and Control,Kenmore S. Brathwaite,Intertext Publications,9780070072534.0,1990.0,9.0,311.0
4015029,2845,2702,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management Systems,Ben Shneiderman,AFIPS Press,9780882830148.0,,,137.0
4015040,2845,2722,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management Casebook,"Lorents,Morgan",Harcourt Brace College Publishers,9780030246227.0,,,
4015049,2845,2738,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Database Management Through dBASE,"Robert T. Grauer,Maryann Barber",McGraw-Hill Companies,9780070241404.0,1988.0,11.0,392.0
4015115,2845,2877,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Practical Database Management,Tony Fabbri,PWS Pub. Co.,9780534925925.0,1992.0,1.0,498.0
4015367,2845,3381,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Quick Guide to Database Management,"Jeffrey R. Stewart,Jeffrey R. Stewart Jr.,Nancy Melesco,Sandra McMinnis",McGraw-Hill Companies,9780070615045.0,1989.0,3.0,160.0
4015514,2845,3681,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Modern Database Management,Hoffer Topi,Pearson,,,,
4015527,2845,3705,Database Management,George Diehr,Addison-Wesley,9780673188205,1989.0,1,418.0,Modern Database Management,Fred R. McFadden,Addison Wesley Longman,9780201383744.0,,,
4021095,2850,1641,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,An Introduction to Database Systems,Bipin C. Desai,West Publishing Company,9780314667717.0,1997.0,7.0,820.0
4021104,2850,1653,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,An Introduction to Database Systems,C.J. Date,Pearson,9780321197849.0,2003.0,8.0,1024.0
4021368,2850,2192,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,"Introduction to Database Systems, volume 2",C.J. Date,Addison Wesley Publishing Company,9780201144741.0,1983.0,1.0,383.0
4021443,2850,2311,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,Introduction to Constraint Databases,Peter Revesz,Springer,9780387987293.0,2002.0,1.0,394.0
4021445,2850,2314,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,Logical Introduction to Databases,John  Grant,"Oxford University Press, USA",9780155511750.0,1995.0,6.0,480.0
4021513,2850,2441,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,Introduction to Database Systems,St'phane Bressan,McGraw-Hill,9780071246507.0,2007.0,6.0,
4021894,2850,3187,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,Introduction to Databases,Jim Townsend,Que,9780880228404.0,1992.0,4.0,359.0
4021910,2850,3228,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,Introduction to Database on Microcomputers,Geoff Sharman,Addison Wesley Publishing Company,9780201150315.0,1987.0,7.0,247.0
4022133,2850,3687,Introduction to Databases,Jim Townsend,Que,9780880228404,1992.0,1,360.0,Logical Introduction to Databases,John Grant,Harvest Books,9780155511767.0,1987.0,,466.0
4026564,2854,3051,JDBC Developer's Resource: Database Programming on the Internet,Art Taylor,Prentice Hall Professional Technical Reference,9780138423520,1997.0,4,715.0,JDBC Developer's Resource: Database Programming on the Internet,Art Taylor,Prentice Hall,9780138423520.0,1997.0,4.0,500.0
4028491,2855,3146,Engineering Databases,"JosGe Luis Encarna=cSao,P. C. Lockemann","Springer-Verlag New York, LLC",9780387520599,1990.0,6,229.0,Database Engineering,"R. Katz,W. Kim,A. Hevner",IEEE Computer Society Press,9780818604881.0,1983.0,8.0,303.0
4028493,2855,3148,Engineering Databases,"JosGe Luis Encarna=cSao,P. C. Lockemann","Springer-Verlag New York, LLC",9780387520599,1990.0,6,229.0,The Engineering Database,Dimitris N. Chorafas,Butterworth-Heinemann,9780408022804.0,1988.0,1.0,241.0
4028497,2855,3158,Engineering Databases,"JosGe Luis Encarna=cSao,P. C. Lockemann","Springer-Verlag New York, LLC",9780387520599,1990.0,6,229.0,Database Engineering,H. Boral,IEEE Computer Society Press,9780818607585.0,1986.0,8.0,334.0
4030792,2857,3525,Storage and Retrieval for Media Databases 2002,"Chung-Sheng Li,Rainer W. Lienhart,Minerva M. Yeung",SPIE Press,9780819444165,2001.0,12,418.0,Storage and Retrieval for Media Databases,"Minerva M. Yeung,Charles A. Bouman,Boon Lock Yeo",SPIE-International Society for Optical Engine,9780819435903.0,1999.0,12.0,616.0
4036578,2861,3274,Developing Databases with Access,Wayne S. Freeze,"O'Reilly Media, Incorporated",9780596101466,2007.0,4,504.0,Developing Databases with Access,Wayne Freeze,O'Reilly Media,9780596101466.0,2007.0,4.0,504.0
4041180,2864,2484,Databases and Transaction Processing : An Application-Oriented Approach / Edition 1,"Arthur J. Bernstein,Michael Kifer,Arthur Bernstein",Pearson Education,9780201708721,2001.0,7,1056.0,Databases and Transaction Processing: An Application-Oriented Approach,"Arthur Bernstein,Michael Kifer",Addison Wesley Publishing Company,9780321185570.0,2012.0,12.0,0.0
4047561,2870,2501,Database Law,"Jordan Publishing Limited,Simon Chalton,Christopher Rees","Jordan Publishing, Limited",9780853085102,1998.0,8,241.0,Database,Malcolm Atkinson,Pergamon,9780080285610.0,1981.0,12.0,623.0
4047919,2870,3201,Database Law,"Jordan Publishing Limited,Simon Chalton,Christopher Rees","Jordan Publishing, Limited",9780853085102,1998.0,8,241.0,Database Law,"Christopher Rees,Simon Chalton",Jordan Publishing (GB),9780853085102.0,1998.0,8.0,241.0
4049471,2873,2059,A Sane Approach to Database Design,Mark Johansen,Lulu.com,9781435733381,2008.0,7,200.0,A Sane Approach to Database Design,Mark Johansen,Lulu.com,9781435733381.0,2008.0,7.0,187.0
4051373,2875,2903,Nearest Neighbor Search: A Database Perspective,Apostolos N. Papadopoulos,Springer US,9781441935649,2010.0,12,170.0,Nearest Neighbor Search: : A Database Perspective,"Yannis Manolopoulos,Apostolos N Papadopoulos",Springer,9781280700385.0,2010.0,1.0,170.0
4051444,2875,3106,Nearest Neighbor Search: A Database Perspective,Apostolos N. Papadopoulos,Springer US,9781441935649,2010.0,12,170.0,Nearest Neighbor Search:: A Database Perspective,"Apostolos N. Papadopoulos,Yannis Manolopoulos",Springer,9781441935649.0,2010.0,12.0,170.0
4053488,2876,3629,Research Directions in Database Security,Teresa F. Lunt,Springer New York,9780387977362,1992.0,5,265.0,Research Directions in Database Security,Teresa F. Lunt,Springer,9780387977362.0,1992.0,4.0,265.0
4055321,2877,3519,Working with Oracle: An Introduction to Database Management,"Jack L. Hursch,Carolyn Hurrsch",T A B Books,9780830629169,1987.0,8,240.0,Working with Oracle: An Introduction to Database Management,"Jack L. Hursch,Carolyn J. Hursch",Tab Books,9780830629169.0,1987.0,8.0,228.0
4056022,2879,2574,Databases in the 1990s: Proceedings of the Australian Database Research Conf.,"B. Srinivasan,J. Zeleznikow","World Scientific Publishing Company, Incorporated",9789810202767,1990.0,5,228.0,Databases in the 1990s: Proceedings of the Australian Database Research Conf,"B. Srinivasan,John Zeleznikow",World Scientific Publishing Company,9789810202767.0,,,228.0
4060270,2883,1979,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,SAP Database Administration with Oracle,"Michael Hoding,Michael H?ding,Andr? Faustmann,Gunnar Klein,Ronny Zimmermann","SAP PRESS, 1st edition",9781592291205.0,2008.0,5.0,812.0
4060272,2883,1995,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Pro Oracle Database 12c Administration,Darl Kuhn,Apress,9781430257288.0,2013.0,7.0,756.0
